"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainPhi) []","dB(RealizedGainTheta) []"
6.6,90.0000000000002,38,3.05337559032804,-10.4198799567389
6.6,90.0000000000002,40,2.66841791691215,-10.3326350609616
6.6,90.0000000000002,42,2.26968976028755,-10.2844596821327
6.6,90.0000000000002,44,1.85809780745908,-10.2730029854696
6.6,90.0000000000002,46,1.43460315250778,-10.2961762595549
6.6,90.0000000000002,48,1.00022460553037,-10.352111085878
6.6,90.0000000000002,50,0.556042237851605,-10.4391274019927
6.6,90.0000000000002,52,0.1032010239994,-10.5557089394868
6.6,90.0000000000002,54,-0.357085604735269,-10.7004840527267
6.6,90.0000000000002,56,-0.82353252922151,-10.8722103142341
6.6,90.0000000000002,58,-1.29478031838827,-11.069761490237
6.6,90.0000000000002,60,-1.76939354635789,-11.2921156581808
6.6,90.0000000000002,62,-2.24586043157948,-11.5383433060473
6.6,90.0000000000002,64,-2.7225942192171,-11.8075942709394
6.6,90.0000000000002,66,-3.1979367599037,-12.0990823342802
6.6,90.0000000000002,68,-3.67016475907853,-12.4120661910049
6.6,90.0000000000002,70,-4.13749918008113,-12.7458253453028
6.6,90.0000000000002,72,-4.59811828015747,-13.0996292510546
6.6,90.0000000000002,74,-5.0501747405412,-13.4726977114591
6.6,90.0000000000002,76,-5.49181731706975,-13.8641501934763
6.6,90.0000000000002,78,-5.92121737959514,-14.2729413408611
6.6,90.0000000000002,80,-6.33660061339682,-14.6977796794343
6.6,90.0000000000002,82,-6.73628400239611,-15.1370264850253
6.6,90.0000000000002,84,-7.11871797369025,-15.5885723591191
6.6,90.0000000000002,86,-7.48253322596964,-16.0496907751375
6.6,90.0000000000002,88,-7.82659127112051,-16.5168715407166
6.6,90.0000000000002,90,-8.15003709541015,-16.9856438545035
6.6,90.0000000000002,92,-8.45235164369152,-17.4504095490518
6.6,90.0000000000002,94,-8.73340114924699,-17.9043227056227
6.6,90.0000000000002,96,-8.99347982214196,-18.3392705865042
6.6,90.0000000000002,98,-9.23334223877645,-18.7460271262803
6.6,90.0000000000002,100,-9.45422208640708,-19.1146524983765
6.6,90.0000000000002,102,-9.65783477056828,-19.4351842850495
6.6,90.0000000000002,104,-9.846362733016,-19.698594848882
6.6,90.0000000000002,106,-10.0224239702971,-19.8978824868025
6.6,90.0000000000002,108,-10.1890259167133,-20.0290609835932
6.6,90.0000000000002,110,-10.3495082692866,-20.0917776180887
6.6,90.0000000000002,112,-10.5074792537325,-20.0893696996967
6.6,90.0000000000002,114,-10.6667501426963,-20.0283444084387
6.6,90.0000000000002,116,-10.8312725576315,-19.9174493992151
6.6,90.0000000000002,118,-11.0050823410735,-19.7665996511945
6.6,90.0000000000002,120,-11.192252763851,-19.5859073986663
6.6,90.0000000000002,122,-11.3968587221592,-19.3849651546148
6.6,90.0000000000002,124,-11.6229525302829,-19.1724218476168
6.6,90.0000000000002,126,-11.8745510058187,-18.9558143075818
6.6,90.0000000000002,128,-12.1556327789245,-18.74158220877
6.6,90.0000000000002,130,-12.4701440637616,-18.5351933032929
6.6,90.0000000000002,132,-12.8220103612921,-18.3413209175705
6.6,90.0000000000002,134,-13.2151504796807,-18.1640347511551
6.6,90.0000000000002,136,-13.6534874906465,-18.0069825519769
6.6,90.0000000000002,138,-14.140948196354,-17.8735522413809
6.6,90.0000000000002,140,-14.681437393381,-17.7670118275636
6.6,90.0000000000002,142,-15.2787640770145,-17.6906290736786
6.6,90.0000000000002,144,-15.9364810711912,-17.6477755101092
6.6,90.0000000000002,146,-16.6575731788431,-17.6420209062443
6.6,90.0000000000002,148,-17.4438857991999,-17.6772254104022
6.6,90.0000000000002,150,-18.2951197481946,-17.7576377296274
6.6,90.0000000000002,152,-19.2071304186513,-17.8880094029038
6.6,90.0000000000002,154,-20.1691985752383,-18.0737379436564
6.6,90.0000000000002,156,-21.1600369404262,-18.3210561513689
6.6,90.0000000000002,158,-22.1429662805499,-18.6372924859269
6.6,90.0000000000002,160,-23.0626278477721,-19.0312403360155
6.6,90.0000000000002,162,-23.8488488442823,-19.5136965906852
6.6,90.0000000000002,164,-24.4342820265808,-20.0982706687489
6.6,90.0000000000002,166,-24.7833372920033,-20.8026419447174
6.6,90.0000000000002,168,-24.9128766838321,-21.650596213548
6.6,90.0000000000002,170,-24.8853182783375,-22.6754963899178
6.6,90.0000000000002,172,-24.7811517426426,-23.9265919270229
6.6,90.0000000000002,174,-24.6742061847774,-25.4814934261901
6.6,90.0000000000002,176,-24.6213961748926,-27.4738043789378
6.6,90.0000000000002,178,-24.663474880303,-30.1651804471925
6.6,90.0000000000002,180,-24.8298421218815,-34.1887788945712
